case_id,customer_id,customer_name,amount,payment_status,failure_reason,retry_count,previous_success_rate,days_overdue,checkout_abandoned,expected_action
CASE_05270,CUST_05270,Michael Haney,4999,ABANDONED,NONE,0,0.22,45,True,ESCALATE_HUMAN
CASE_05271,CUST_05271,Andrea Alexander,4999,FAILED,INSUFFICIENT_FUNDS,0,0.28,0,False,SEND_PAYMENT_LINK
CASE_05272,CUST_05272,Phillip Baldwin,15000,ABANDONED,NONE,2,0.31,20,True,SEND_PAYMENT_LINK
CASE_05273,CUST_05273,Jason Morales,100000,FAILED,CARD_DECLINED,0,0.67,10,False,ESCALATE_HUMAN
CASE_05274,CUST_05274,Pamela Frost,999,FAILED,INSUFFICIENT_FUNDS,0,0.45,0,False,SEND_PAYMENT_LINK
CASE_05275,CUST_05275,Joshua Ramos,75000,ABANDONED,NONE,3,0.28,5,True,STOP
CASE_05276,CUST_05276,Darlene Wood,999,FAILED,BANK_ERROR,2,0.5,5,False,SEND_PAYMENT_LINK
CASE_05277,CUST_05277,Cindy Garcia,1499,FAILED,INSUFFICIENT_FUNDS,1,0.99,30,False,ESCALATE_HUMAN
CASE_05278,CUST_05278,Dr. Joseph Rodgers MD,75000,FAILED,BANK_ERROR,2,0.94,0,False,ESCALATE_HUMAN
CASE_05279,CUST_05279,Michael Dickson,100000,FAILED,NETWORK_ERROR,3,0.34,15,False,STOP
CASE_05280,CUST_05280,Patricia Moore,100000,FAILED,CARD_DECLINED,2,0.24,0,False,ESCALATE_HUMAN
CASE_05281,CUST_05281,Harold Salazar,999,FAILED,INSUFFICIENT_FUNDS,1,0.85,15,False,SEND_PAYMENT_LINK
CASE_05282,CUST_05282,Charles Hall,25000,ABANDONED,NONE,1,0.57,45,True,ESCALATE_HUMAN
CASE_05283,CUST_05283,Carlos Torres,25000,FAILED,NETWORK_ERROR,0,0.38,30,False,ESCALATE_HUMAN
CASE_05284,CUST_05284,Rita Jordan,4999,FAILED,BANK_ERROR,0,0.4,15,False,SEND_PAYMENT_LINK
CASE_05285,CUST_05285,Joshua Ortiz,25000,FAILED,CARD_DECLINED,3,0.29,45,False,STOP
CASE_05286,CUST_05286,Roger Lynn,9999,FAILED,INSUFFICIENT_FUNDS,1,0.34,5,False,SEND_PAYMENT_LINK
CASE_05287,CUST_05287,Hunter Ray,7999,FAILED,INSUFFICIENT_FUNDS,2,0.68,0,False,SEND_PAYMENT_LINK
CASE_05288,CUST_05288,David Howard,499,FAILED,INSUFFICIENT_FUNDS,3,0.55,30,False,STOP
CASE_05289,CUST_05289,Meghan Martinez,15000,FAILED,TIMEOUT,1,0.83,45,False,ESCALATE_HUMAN
CASE_05290,CUST_05290,Valerie Valdez,2499,FAILED,INSUFFICIENT_FUNDS,2,0.57,0,False,SEND_PAYMENT_LINK
CASE_05291,CUST_05291,Christopher Myers,15000,FAILED,INSUFFICIENT_FUNDS,0,0.27,20,False,SEND_PAYMENT_LINK
CASE_05292,CUST_05292,Charles Adams,499,FAILED,CARD_DECLINED,3,0.93,0,False,STOP
CASE_05293,CUST_05293,Justin Salazar,999,FAILED,BANK_ERROR,1,0.29,5,False,SEND_PAYMENT_LINK
CASE_05294,CUST_05294,Henry Bray,2499,ABANDONED,NONE,3,0.25,45,True,STOP
CASE_05295,CUST_05295,Gregory Chambers,2499,FAILED,NETWORK_ERROR,3,0.74,0,False,STOP
CASE_05296,CUST_05296,Christopher Alexander,1499,FAILED,TIMEOUT,3,0.42,0,False,STOP
CASE_05297,CUST_05297,David Reynolds,100000,FAILED,BANK_ERROR,3,0.66,0,False,STOP
CASE_05298,CUST_05298,Joshua Thompson,15000,FAILED,INSUFFICIENT_FUNDS,3,0.95,5,False,STOP
CASE_05299,CUST_05299,Mark Blackwell,2499,ABANDONED,NONE,2,0.91,0,True,SEND_PAYMENT_LINK
CASE_05300,CUST_05300,Edward Wilson,25000,FAILED,CARD_DECLINED,3,0.61,0,False,STOP
CASE_05301,CUST_05301,Ashley Frye,25000,FAILED,BANK_ERROR,3,0.52,5,False,STOP
CASE_05302,CUST_05302,Gary Johnson,499,FAILED,TIMEOUT,3,0.39,10,False,STOP
CASE_05303,CUST_05303,Nancy Robertson,50000,FAILED,INSUFFICIENT_FUNDS,2,0.57,10,False,SEND_PAYMENT_LINK
CASE_05304,CUST_05304,Kimberly Harris,4999,FAILED,TIMEOUT,0,0.56,0,False,SEND_PAYMENT_LINK
CASE_05305,CUST_05305,Brian Barker,1499,ABANDONED,NONE,2,0.43,5,True,SEND_PAYMENT_LINK
CASE_05306,CUST_05306,Jennifer Dominguez,4999,ABANDONED,NONE,2,0.99,0,True,SEND_PAYMENT_LINK
CASE_05307,CUST_05307,William Bell,100000,ABANDONED,NONE,0,0.95,10,True,ESCALATE_HUMAN
CASE_05308,CUST_05308,Steven Cochran,2499,FAILED,CARD_DECLINED,1,0.94,45,False,ESCALATE_HUMAN
CASE_05309,CUST_05309,Kyle Davis,7999,FAILED,NETWORK_ERROR,3,0.49,15,False,STOP
CASE_05310,CUST_05310,Carol Valdez,15000,FAILED,NETWORK_ERROR,2,0.53,45,False,ESCALATE_HUMAN
CASE_05311,CUST_05311,Scott Cohen,999,ABANDONED,NONE,3,0.62,5,True,STOP
CASE_05312,CUST_05312,Heather Montgomery,4999,FAILED,NETWORK_ERROR,1,0.25,30,False,ESCALATE_HUMAN
CASE_05313,CUST_05313,Alan Jackson,75000,FAILED,NETWORK_ERROR,3,0.97,0,False,STOP
CASE_05314,CUST_05314,Brianna Nixon,75000,FAILED,INSUFFICIENT_FUNDS,0,0.71,0,False,ESCALATE_HUMAN
CASE_05315,CUST_05315,Kimberly Medina,15000,FAILED,NETWORK_ERROR,1,0.32,5,False,SEND_PAYMENT_LINK
CASE_05316,CUST_05316,Joseph Meza,100000,FAILED,INSUFFICIENT_FUNDS,0,0.39,5,False,ESCALATE_HUMAN
CASE_05317,CUST_05317,Nicholas Christian,9999,FAILED,BANK_ERROR,2,0.75,0,False,RETRY_PAYMENT
CASE_05318,CUST_05318,Mitchell Lewis,100000,FAILED,BANK_ERROR,0,0.81,0,False,ESCALATE_HUMAN
CASE_05319,CUST_05319,Robert Davis,75000,ABANDONED,NONE,2,0.36,30,True,ESCALATE_HUMAN
CASE_05320,CUST_05320,David Flores,2499,FAILED,INSUFFICIENT_FUNDS,0,0.43,30,False,ESCALATE_HUMAN
CASE_05321,CUST_05321,Richard Hernandez,1499,FAILED,CARD_DECLINED,0,0.35,0,False,SEND_PAYMENT_LINK
CASE_05322,CUST_05322,Samantha Mccullough,2499,FAILED,NETWORK_ERROR,3,0.26,20,False,STOP
CASE_05323,CUST_05323,Allen Parks,50000,FAILED,TIMEOUT,1,0.77,15,False,RETRY_PAYMENT
CASE_05324,CUST_05324,Michael Snow,7999,FAILED,NETWORK_ERROR,0,0.93,0,False,RETRY_PAYMENT
CASE_05325,CUST_05325,Paul Brown,499,FAILED,NETWORK_ERROR,0,0.58,0,False,RETRY_PAYMENT
CASE_05326,CUST_05326,Dalton Kramer,4999,FAILED,INSUFFICIENT_FUNDS,2,0.84,20,False,SEND_PAYMENT_LINK
CASE_05327,CUST_05327,Craig Graves,999,FAILED,TIMEOUT,1,0.94,0,False,RETRY_PAYMENT
CASE_05328,CUST_05328,Shawn Graham,75000,FAILED,NETWORK_ERROR,0,0.87,15,False,ESCALATE_HUMAN
CASE_05329,CUST_05329,John Turner,499,ABANDONED,NONE,3,0.28,0,True,STOP
CASE_05330,CUST_05330,Nicole Weaver,1499,FAILED,CARD_DECLINED,1,0.72,0,False,SEND_PAYMENT_LINK
CASE_05331,CUST_05331,Allison Delacruz,7999,ABANDONED,NONE,2,0.43,45,True,ESCALATE_HUMAN
CASE_05332,CUST_05332,Amanda Jones,100000,FAILED,BANK_ERROR,0,0.95,15,False,ESCALATE_HUMAN
CASE_05333,CUST_05333,Amanda Morales,7999,FAILED,INSUFFICIENT_FUNDS,2,0.24,20,False,SEND_PAYMENT_LINK
CASE_05334,CUST_05334,Mark Cruz,2499,FAILED,NETWORK_ERROR,0,0.6,30,False,ESCALATE_HUMAN
CASE_05335,CUST_05335,Alyssa Woods,25000,FAILED,BANK_ERROR,1,0.72,30,False,ESCALATE_HUMAN
CASE_05336,CUST_05336,David Carney,9999,FAILED,CARD_DECLINED,0,0.41,20,False,SEND_PAYMENT_LINK
CASE_05337,CUST_05337,Noah Thomas,499,FAILED,CARD_DECLINED,1,0.76,5,False,SEND_PAYMENT_LINK
CASE_05338,CUST_05338,Erik Henderson,9999,ABANDONED,NONE,1,0.96,20,True,SEND_PAYMENT_LINK
CASE_05339,CUST_05339,Paul Miller,50000,FAILED,BANK_ERROR,1,0.32,30,False,ESCALATE_HUMAN
CASE_05340,CUST_05340,Ethan Cross,7999,FAILED,TIMEOUT,3,0.28,0,False,STOP
CASE_05341,CUST_05341,Megan Webster,9999,ABANDONED,NONE,0,0.93,0,True,SEND_PAYMENT_LINK
CASE_05342,CUST_05342,Taylor Murphy,7999,FAILED,BANK_ERROR,0,0.24,5,False,SEND_PAYMENT_LINK
CASE_05343,CUST_05343,Sara Montgomery,4999,FAILED,CARD_DECLINED,0,0.57,30,False,ESCALATE_HUMAN
CASE_05344,CUST_05344,Timothy Bradley,1499,FAILED,NETWORK_ERROR,1,0.78,45,False,ESCALATE_HUMAN
CASE_05345,CUST_05345,Tina Peterson,75000,FAILED,BANK_ERROR,1,0.67,0,False,ESCALATE_HUMAN
CASE_05346,CUST_05346,James Combs,100000,FAILED,CARD_DECLINED,3,0.83,0,False,STOP
CASE_05347,CUST_05347,Catherine Pratt,999,FAILED,INSUFFICIENT_FUNDS,1,0.22,0,False,SEND_PAYMENT_LINK
CASE_05348,CUST_05348,Donna Jackson,1499,FAILED,NETWORK_ERROR,0,0.89,45,False,ESCALATE_HUMAN
CASE_05349,CUST_05349,Anthony Harper,1499,FAILED,CARD_DECLINED,1,0.72,30,False,ESCALATE_HUMAN
CASE_05350,CUST_05350,Paul Rogers,100000,FAILED,BANK_ERROR,3,0.82,15,False,STOP
CASE_05351,CUST_05351,Megan Ramirez,4999,FAILED,NETWORK_ERROR,3,0.83,45,False,STOP
CASE_05352,CUST_05352,Desiree Villanueva,1499,FAILED,NETWORK_ERROR,1,0.32,45,False,ESCALATE_HUMAN
CASE_05353,CUST_05353,Chase Powell,100000,FAILED,TIMEOUT,1,0.54,45,False,ESCALATE_HUMAN
CASE_05354,CUST_05354,Sean Lee,499,FAILED,INSUFFICIENT_FUNDS,3,0.76,15,False,STOP
CASE_05355,CUST_05355,Melissa Rogers,25000,FAILED,BANK_ERROR,2,0.59,0,False,SEND_PAYMENT_LINK
CASE_05356,CUST_05356,Lynn Marks,9999,FAILED,NETWORK_ERROR,2,0.55,10,False,SEND_PAYMENT_LINK
CASE_05357,CUST_05357,Lisa Brown,7999,FAILED,INSUFFICIENT_FUNDS,3,0.37,45,False,STOP
CASE_05358,CUST_05358,Kristie Larson,15000,FAILED,NETWORK_ERROR,3,0.64,45,False,STOP
CASE_05359,CUST_05359,Rodney Sanchez,4999,FAILED,NETWORK_ERROR,0,0.85,10,False,RETRY_PAYMENT
CASE_05360,CUST_05360,Gregory Wagner,9999,FAILED,NETWORK_ERROR,3,0.57,0,False,STOP
CASE_05361,CUST_05361,Sean Moreno,9999,FAILED,BANK_ERROR,3,0.96,0,False,STOP
CASE_05362,CUST_05362,Tara Francis,25000,FAILED,BANK_ERROR,3,0.62,0,False,STOP
CASE_05363,CUST_05363,Ronald White,25000,FAILED,NETWORK_ERROR,0,0.77,20,False,RETRY_PAYMENT
CASE_05364,CUST_05364,Brandon Reynolds,4999,FAILED,NETWORK_ERROR,0,0.2,5,False,SEND_PAYMENT_LINK
CASE_05365,CUST_05365,Pamela Keller,15000,FAILED,CARD_DECLINED,3,0.23,20,False,STOP
CASE_05366,CUST_05366,Kendra Crawford,100000,ABANDONED,NONE,0,0.84,0,True,ESCALATE_HUMAN
CASE_05367,CUST_05367,Jeffrey Davis,100000,ABANDONED,NONE,3,0.44,30,True,STOP
CASE_05368,CUST_05368,Sean Chan,50000,FAILED,TIMEOUT,1,0.57,45,False,ESCALATE_HUMAN
CASE_05369,CUST_05369,Joyce Moses,2499,FAILED,BANK_ERROR,2,0.31,15,False,SEND_PAYMENT_LINK
CASE_05370,CUST_05370,Timothy Diaz,2499,FAILED,INSUFFICIENT_FUNDS,0,0.87,0,False,SEND_PAYMENT_LINK
CASE_05371,CUST_05371,Zachary Harris,999,FAILED,CARD_DECLINED,2,0.64,45,False,ESCALATE_HUMAN
CASE_05372,CUST_05372,Nathaniel Contreras,15000,FAILED,TIMEOUT,3,0.2,45,False,STOP
CASE_05373,CUST_05373,Scott Robinson,100000,ABANDONED,NONE,3,0.9,0,True,STOP
CASE_05374,CUST_05374,Stephen Macias,7999,FAILED,TIMEOUT,3,0.57,0,False,STOP
CASE_05375,CUST_05375,Haley Soto,100000,FAILED,NETWORK_ERROR,2,0.25,5,False,ESCALATE_HUMAN
CASE_05376,CUST_05376,Michael Pruitt,2499,ABANDONED,NONE,2,0.79,20,True,SEND_PAYMENT_LINK
CASE_05377,CUST_05377,Brittany Davis,15000,FAILED,INSUFFICIENT_FUNDS,3,0.27,0,False,STOP
CASE_05378,CUST_05378,Andrew Sullivan,7999,FAILED,TIMEOUT,0,0.94,0,False,RETRY_PAYMENT
CASE_05379,CUST_05379,Penny Barry,499,ABANDONED,NONE,0,0.85,30,True,ESCALATE_HUMAN
CASE_05380,CUST_05380,Aaron Hale,25000,FAILED,TIMEOUT,1,0.21,0,False,SEND_PAYMENT_LINK
CASE_05381,CUST_05381,Kelly Marshall,1499,FAILED,INSUFFICIENT_FUNDS,3,0.33,5,False,STOP
CASE_05382,CUST_05382,John Little,100000,FAILED,TIMEOUT,0,0.21,0,False,ESCALATE_HUMAN
CASE_05383,CUST_05383,Ruth Mckenzie,50000,ABANDONED,NONE,2,0.92,30,True,ESCALATE_HUMAN
CASE_05384,CUST_05384,Eric Rodriguez MD,4999,ABANDONED,NONE,2,0.71,20,True,SEND_PAYMENT_LINK
CASE_05385,CUST_05385,Sandra Sanchez,7999,ABANDONED,NONE,2,0.4,0,True,SEND_PAYMENT_LINK
CASE_05386,CUST_05386,Nicole Becker,7999,FAILED,NETWORK_ERROR,2,0.74,0,False,RETRY_PAYMENT
CASE_05387,CUST_05387,Cody Reese,999,ABANDONED,NONE,2,0.29,5,True,SEND_PAYMENT_LINK
CASE_05388,CUST_05388,Steven Robbins,15000,FAILED,TIMEOUT,2,0.27,5,False,SEND_PAYMENT_LINK
CASE_05389,CUST_05389,Mallory Palmer,2499,ABANDONED,NONE,1,0.89,20,True,SEND_PAYMENT_LINK
CASE_05390,CUST_05390,Patrick Blankenship,9999,ABANDONED,NONE,3,0.63,20,True,STOP
CASE_05391,CUST_05391,Tracey Casey,499,FAILED,INSUFFICIENT_FUNDS,3,0.81,30,False,STOP
CASE_05392,CUST_05392,Mark Jones,4999,FAILED,INSUFFICIENT_FUNDS,2,0.69,20,False,SEND_PAYMENT_LINK
CASE_05393,CUST_05393,Sarah Knapp,25000,FAILED,INSUFFICIENT_FUNDS,2,0.67,0,False,SEND_PAYMENT_LINK
CASE_05394,CUST_05394,Daniel Mosley,25000,FAILED,BANK_ERROR,2,0.6,0,False,RETRY_PAYMENT
CASE_05395,CUST_05395,Kimberly Morales,499,FAILED,NETWORK_ERROR,2,0.41,0,False,SEND_PAYMENT_LINK
CASE_05396,CUST_05396,Jacqueline Padilla,50000,ABANDONED,NONE,1,0.35,15,True,SEND_PAYMENT_LINK
CASE_05397,CUST_05397,Miranda Clay,2499,FAILED,BANK_ERROR,3,0.79,0,False,STOP
CASE_05398,CUST_05398,Julia King,999,FAILED,TIMEOUT,0,0.93,45,False,ESCALATE_HUMAN
CASE_05399,CUST_05399,Christine Williams,7999,FAILED,CARD_DECLINED,2,0.53,20,False,SEND_PAYMENT_LINK
CASE_05400,CUST_05400,Brittany Jones,25000,FAILED,CARD_DECLINED,1,0.85,0,False,SEND_PAYMENT_LINK
CASE_05401,CUST_05401,Gary Carr,2499,FAILED,CARD_DECLINED,3,0.29,5,False,STOP
CASE_05402,CUST_05402,Scott Gomez,499,ABANDONED,NONE,1,0.72,45,True,ESCALATE_HUMAN
CASE_05403,CUST_05403,Leslie Adams,499,FAILED,BANK_ERROR,1,0.73,20,False,RETRY_PAYMENT
CASE_05404,CUST_05404,Lindsey Booker,7999,ABANDONED,NONE,1,0.21,15,True,SEND_PAYMENT_LINK
CASE_05405,CUST_05405,Tyler Gutierrez,4999,FAILED,CARD_DECLINED,3,0.94,45,False,STOP
CASE_05406,CUST_05406,John Gonzalez,999,FAILED,TIMEOUT,2,0.58,10,False,SEND_PAYMENT_LINK
CASE_05407,CUST_05407,Justin Moody,25000,FAILED,NETWORK_ERROR,2,0.51,10,False,RETRY_PAYMENT
CASE_05408,CUST_05408,Brooke Gordon,2499,ABANDONED,NONE,0,0.59,45,True,ESCALATE_HUMAN
CASE_05409,CUST_05409,Jonathan Crawford,4999,ABANDONED,NONE,1,0.26,20,True,SEND_PAYMENT_LINK
CASE_05410,CUST_05410,Michael Jordan,999,ABANDONED,NONE,1,0.6,45,True,ESCALATE_HUMAN
CASE_05411,CUST_05411,Jeffrey Fowler,499,FAILED,INSUFFICIENT_FUNDS,1,0.7,0,False,SEND_PAYMENT_LINK
CASE_05412,CUST_05412,Emily Keller,9999,ABANDONED,NONE,3,0.7,45,True,STOP
CASE_05413,CUST_05413,Sara Blackwell,25000,ABANDONED,NONE,3,0.95,15,True,STOP
CASE_05414,CUST_05414,Elizabeth Wolfe,4999,FAILED,INSUFFICIENT_FUNDS,2,0.91,10,False,SEND_PAYMENT_LINK
CASE_05415,CUST_05415,Timothy Gross,999,FAILED,INSUFFICIENT_FUNDS,0,0.29,0,False,SEND_PAYMENT_LINK
CASE_05416,CUST_05416,Larry Hood,100000,FAILED,NETWORK_ERROR,0,0.75,20,False,ESCALATE_HUMAN
CASE_05417,CUST_05417,Jessica Holt,1499,ABANDONED,NONE,2,0.73,0,True,SEND_PAYMENT_LINK
CASE_05418,CUST_05418,Kyle Thomas,100000,FAILED,INSUFFICIENT_FUNDS,3,0.92,45,False,STOP
CASE_05419,CUST_05419,Abigail Martinez,50000,FAILED,TIMEOUT,1,0.87,45,False,ESCALATE_HUMAN
CASE_05420,CUST_05420,Juan Hamilton,4999,FAILED,NETWORK_ERROR,1,0.54,15,False,RETRY_PAYMENT
CASE_05421,CUST_05421,Angelica Steele,999,FAILED,NETWORK_ERROR,3,0.31,0,False,STOP
CASE_05422,CUST_05422,Sarah Stokes,100000,FAILED,TIMEOUT,3,0.22,20,False,STOP
CASE_05423,CUST_05423,Mike Wilson,7999,FAILED,CARD_DECLINED,0,0.89,5,False,SEND_PAYMENT_LINK
CASE_05424,CUST_05424,Diana Kaiser,999,ABANDONED,NONE,0,0.31,0,True,SEND_PAYMENT_LINK
CASE_05425,CUST_05425,Adam Lee,15000,FAILED,BANK_ERROR,1,0.24,30,False,ESCALATE_HUMAN
CASE_05426,CUST_05426,Jesus Lee,75000,FAILED,NETWORK_ERROR,0,0.63,0,False,ESCALATE_HUMAN
CASE_05427,CUST_05427,Lisa Lopez,4999,FAILED,NETWORK_ERROR,2,0.53,0,False,SEND_PAYMENT_LINK
CASE_05428,CUST_05428,Donna Weaver,999,FAILED,TIMEOUT,1,0.63,0,False,RETRY_PAYMENT
CASE_05429,CUST_05429,Shannon Cruz,1499,ABANDONED,NONE,0,0.92,20,True,SEND_PAYMENT_LINK
CASE_05430,CUST_05430,Renee Oneal,999,FAILED,INSUFFICIENT_FUNDS,2,0.7,45,False,ESCALATE_HUMAN
CASE_05431,CUST_05431,Mark Vaughan,7999,ABANDONED,NONE,3,0.39,20,True,STOP
CASE_05432,CUST_05432,Joseph Barnett,7999,FAILED,TIMEOUT,0,0.33,45,False,ESCALATE_HUMAN
CASE_05433,CUST_05433,Jennifer Lopez,75000,FAILED,INSUFFICIENT_FUNDS,1,0.26,0,False,ESCALATE_HUMAN
CASE_05434,CUST_05434,Lindsey Patterson,75000,ABANDONED,NONE,3,0.67,15,True,STOP
CASE_05435,CUST_05435,Eric Aguirre,50000,FAILED,NETWORK_ERROR,2,0.34,45,False,ESCALATE_HUMAN
CASE_05436,CUST_05436,Michael Collins,1499,FAILED,NETWORK_ERROR,0,0.46,0,False,SEND_PAYMENT_LINK
CASE_05437,CUST_05437,Derek Joyce,2499,FAILED,BANK_ERROR,1,0.85,45,False,ESCALATE_HUMAN
CASE_05438,CUST_05438,Kevin Parrish,25000,ABANDONED,NONE,0,0.83,0,True,SEND_PAYMENT_LINK
CASE_05439,CUST_05439,Jonathan Nichols,2499,FAILED,TIMEOUT,1,0.89,20,False,RETRY_PAYMENT
CASE_05440,CUST_05440,Suzanne Collins,25000,ABANDONED,NONE,2,0.3,30,True,ESCALATE_HUMAN
CASE_05441,CUST_05441,Karen Gonzales,100000,ABANDONED,NONE,3,0.31,45,True,STOP
CASE_05442,CUST_05442,Mrs. Gloria Cortez,100000,FAILED,BANK_ERROR,3,0.32,30,False,STOP
CASE_05443,CUST_05443,Jonathan Rice,100000,ABANDONED,NONE,0,0.78,0,True,ESCALATE_HUMAN
CASE_05444,CUST_05444,Miss Kathryn Butler,499,ABANDONED,NONE,3,0.65,10,True,STOP
CASE_05445,CUST_05445,Kevin Carpenter,15000,FAILED,TIMEOUT,3,0.35,45,False,STOP
CASE_05446,CUST_05446,Chris Velasquez,2499,FAILED,INSUFFICIENT_FUNDS,2,0.85,15,False,SEND_PAYMENT_LINK
CASE_05447,CUST_05447,Tracey Smith,15000,FAILED,INSUFFICIENT_FUNDS,3,0.34,0,False,STOP
CASE_05448,CUST_05448,Elizabeth Taylor,15000,ABANDONED,NONE,0,0.24,15,True,SEND_PAYMENT_LINK
CASE_05449,CUST_05449,Lori Kelly,2499,FAILED,CARD_DECLINED,2,0.76,30,False,ESCALATE_HUMAN
CASE_05450,CUST_05450,Jerry Barber,2499,FAILED,BANK_ERROR,3,0.38,0,False,STOP
CASE_05451,CUST_05451,Ashley Harrison,1499,FAILED,NETWORK_ERROR,0,0.45,0,False,SEND_PAYMENT_LINK
CASE_05452,CUST_05452,Yvette Casey,4999,FAILED,BANK_ERROR,2,0.47,10,False,SEND_PAYMENT_LINK
CASE_05453,CUST_05453,Karen Burton,9999,FAILED,CARD_DECLINED,3,0.91,30,False,STOP
CASE_05454,CUST_05454,Michael Smith,75000,FAILED,INSUFFICIENT_FUNDS,0,0.28,30,False,ESCALATE_HUMAN
CASE_05455,CUST_05455,Erin Williams,25000,FAILED,INSUFFICIENT_FUNDS,3,0.71,10,False,STOP
CASE_05456,CUST_05456,Alexander David,9999,ABANDONED,NONE,1,0.62,15,True,SEND_PAYMENT_LINK
CASE_05457,CUST_05457,William Henson,9999,FAILED,INSUFFICIENT_FUNDS,2,0.61,10,False,SEND_PAYMENT_LINK
CASE_05458,CUST_05458,Jessica Burton,100000,ABANDONED,NONE,3,0.8,5,True,STOP
CASE_05459,CUST_05459,Lisa Nelson,1499,FAILED,CARD_DECLINED,0,0.97,0,False,SEND_PAYMENT_LINK
CASE_05460,CUST_05460,Kelly Johns,4999,FAILED,INSUFFICIENT_FUNDS,3,0.93,30,False,STOP
CASE_05461,CUST_05461,Nathan Ramirez,499,FAILED,NETWORK_ERROR,1,0.39,10,False,SEND_PAYMENT_LINK
CASE_05462,CUST_05462,Edward King,7999,FAILED,BANK_ERROR,3,0.42,30,False,STOP
CASE_05463,CUST_05463,Elizabeth Banks,9999,FAILED,CARD_DECLINED,2,0.37,0,False,SEND_PAYMENT_LINK
CASE_05464,CUST_05464,Andrew Snyder,1499,FAILED,BANK_ERROR,1,0.66,0,False,SEND_PAYMENT_LINK
CASE_05465,CUST_05465,Jessica Johnson,2499,ABANDONED,NONE,0,0.89,20,True,SEND_PAYMENT_LINK
CASE_05466,CUST_05466,Sean Smith,1499,FAILED,BANK_ERROR,2,0.54,0,False,RETRY_PAYMENT
CASE_05467,CUST_05467,Andrew Williams,25000,FAILED,TIMEOUT,0,0.96,15,False,RETRY_PAYMENT
CASE_05468,CUST_05468,Jonathan Brewer,2499,FAILED,NETWORK_ERROR,2,0.87,5,False,RETRY_PAYMENT
CASE_05469,CUST_05469,Christian Daniels,7999,ABANDONED,NONE,3,0.22,30,True,STOP
CASE_05470,CUST_05470,Johnny Castillo,15000,FAILED,CARD_DECLINED,3,0.26,15,False,STOP
CASE_05471,CUST_05471,Alicia Clark,9999,FAILED,CARD_DECLINED,3,0.73,15,False,STOP
CASE_05472,CUST_05472,Jessica Williams,15000,FAILED,INSUFFICIENT_FUNDS,3,0.47,15,False,STOP
CASE_05473,CUST_05473,Julian Robinson,50000,FAILED,INSUFFICIENT_FUNDS,0,0.91,15,False,SEND_PAYMENT_LINK
CASE_05474,CUST_05474,Robert Hodge,2499,ABANDONED,NONE,1,0.65,0,True,SEND_PAYMENT_LINK
CASE_05475,CUST_05475,Timothy Henry,15000,FAILED,INSUFFICIENT_FUNDS,2,0.9,10,False,SEND_PAYMENT_LINK
CASE_05476,CUST_05476,Katie Sparks,999,FAILED,CARD_DECLINED,2,0.95,15,False,SEND_PAYMENT_LINK
CASE_05477,CUST_05477,Jose Lee,1499,FAILED,BANK_ERROR,0,0.95,45,False,ESCALATE_HUMAN
CASE_05478,CUST_05478,Jamie Barnes,75000,FAILED,TIMEOUT,3,0.72,0,False,STOP
CASE_05479,CUST_05479,Anthony Everett,999,FAILED,TIMEOUT,2,0.87,15,False,RETRY_PAYMENT
CASE_05480,CUST_05480,Leslie Davis,15000,FAILED,INSUFFICIENT_FUNDS,2,0.32,5,False,SEND_PAYMENT_LINK
CASE_05481,CUST_05481,Laura Cox,499,FAILED,NETWORK_ERROR,3,0.81,10,False,STOP
CASE_05482,CUST_05482,Veronica Baker,15000,FAILED,TIMEOUT,1,0.44,0,False,SEND_PAYMENT_LINK
CASE_05483,CUST_05483,Fred Ball,2499,FAILED,BANK_ERROR,1,0.78,0,False,RETRY_PAYMENT
CASE_05484,CUST_05484,Chase Mercer,1499,FAILED,INSUFFICIENT_FUNDS,0,0.79,0,False,SEND_PAYMENT_LINK
CASE_05485,CUST_05485,Sara Bray,50000,FAILED,NETWORK_ERROR,1,0.43,0,False,SEND_PAYMENT_LINK
CASE_05486,CUST_05486,Terri Burns,50000,FAILED,TIMEOUT,1,0.84,0,False,RETRY_PAYMENT
CASE_05487,CUST_05487,Dale Lopez,25000,FAILED,INSUFFICIENT_FUNDS,1,0.48,15,False,SEND_PAYMENT_LINK
CASE_05488,CUST_05488,Robert Lopez PhD,50000,FAILED,TIMEOUT,2,0.94,30,False,ESCALATE_HUMAN
CASE_05489,CUST_05489,Tyler Allen,50000,FAILED,TIMEOUT,1,0.84,5,False,RETRY_PAYMENT
CASE_05490,CUST_05490,Nathan Davis,1499,FAILED,INSUFFICIENT_FUNDS,3,0.21,45,False,STOP
CASE_05491,CUST_05491,Paula Frank DVM,50000,FAILED,TIMEOUT,1,0.84,5,False,RETRY_PAYMENT
CASE_05492,CUST_05492,Karen Kirk,4999,FAILED,NETWORK_ERROR,0,0.36,20,False,SEND_PAYMENT_LINK
CASE_05493,CUST_05493,Maria Ali,100000,FAILED,NETWORK_ERROR,3,0.64,0,False,STOP
CASE_05494,CUST_05494,Dana Ferrell,1499,ABANDONED,NONE,1,0.43,0,True,SEND_PAYMENT_LINK
CASE_05495,CUST_05495,Crystal Mcgee,999,FAILED,BANK_ERROR,0,0.82,0,False,RETRY_PAYMENT
CASE_05496,CUST_05496,Robert Jones,100000,FAILED,CARD_DECLINED,0,1.0,0,False,ESCALATE_HUMAN
